,ProfileName,Score,Text
27190,"LuvBritLit ""luvbritlit""",5,"This is absolutelty the best ""instant"" hot chocolate we've ever had! Put some whipped cream in it to make it even better."
314730,D. Blankenship,5,"Cheerios are the first breakfast cereal I can remember eating.  Other than Grapenuts, it is the only one I still eat.  As my memory of these go back to just after the war (WWII) that is a lot of Cheerios over the years.  This is one of the few products that I know of that they have not messed around with and as far as I can tell, they taste the same to day as they did when I had my first bowl.<br /><br />These things are cholesterol free with no saturated fats.  There are no added colorings or flavor.  They are just about perfect as such things go.  In addition to being a breakfast staple, they are also almost always my ""going to bed snack""...a habit I have had for years.<br /><br />These are also one of my favorite munching foods.  When reading I normally have a box next to my reading chair which to be honest, beats the heck out of pork rinds, potato chips or Moon Pies. The dogs seem to enjoy them as much as I do.  I also do a lot of traveling via automobile and I always have a box or two of these with me to eat right out of the box.  They tend to keep me from turning into every fast food place I encounter and they are great for keeping you awake during long trips, in particular at night.<br /><br />These are a wonderful and traditional cereal and I do hope they stay around for a long, long time.<br /><br />Don Blankenship<br />The Ozarks"
286818,no name,5,This was excellent and exactly spicy enough for us.  The rice was great.  I recommend this to everyone who likes Indian food.  And this is a product of Canada.
206124,"L. DONOVAN ""Ms. Picky""",5,"Tastes nearly identical to the former Callard & Bowser licorice toffee.  Unlike what one reviewer said it is not hard and needs to be nuked.  They must have had stale candy or kept it in a cold place.  This is typical toffee in texture, soft and chewy.  It is delicious!!  Everyone I share it with LOVES it!  I can't stop eating it."
62158,Architeuthis,5,"Great canned salmon. Tastes good and is meaty and whole fish in a can; not flaky and ill tasting like many of the kinds I've tried in stores. On a per lb. price its actually a great deal, I will buy again. I just hope it stays around amazon."
487564,Michael C. Walters,5,"If you like CORN NUTS you'll LOVE INKA CORN! And once you tried it, you won't want to settle of Corn Nuts again. I wish this snack was easier to find in grocery and convenience stores. But at least you can buy it on line now."
5034,Joyce,5,I've tried many different brands of Virginia peanuts but these are far and away the best. I've turned my entire family on to this brand and they've ordered them also. They're superb.
294729,"Wolfsatz Domain ""Wolfdorf""",5,I've tried all three new 'Dark' offerings from Gevalia and I think this is the best one from the three. Gevalia finally came up with coffee worth serving to your guests.<br />Coffee has an earthy bold taste with little to none bitterness and no metallic after taste; it actually leaves a nice smooth tasty chocolaty after taste.<br /><br />The pack comes with 12 big T-discs that will brew 8 ounces of coffee. This coffee will delight those who love the darker roasts.<br /><br />Update:<br />I am on my 5th cup of this coffee and it was really grown on me (changing from a 4 to 5 stars); it is quite tasty and smooth. This is one coffee that will truly satisfy the void that Sbux left. There will be some that will say that this is not the same as Sbux and it isn't! Try the coffee and give it a fair taste without trying to compare it to anything else you may find yourself quite surprised at the findings. Highly recommended and definitely will be buying this one again.
325770,Tracy Ryan,5,"The cereal came to me fresh, and in a timely manner. Good vendor, I'd definitely buy from again!"
343096,Darla,5,"These are great little crackers.  I wish the still offered the individual serving bags as those were perfect.  The company told me they are trying to bring those back. Maybe its just us, but we never get 6 servings out of this box--more like 3.  Go figure!"
280939,"VLP ""wolfmedicinewoman.com""",5,These are awesome goji berries. I use them every morning for my shake. I do hydrate them for about 15 minutes in some hot water before adding them to the blender. They just blend easier if they are nice and soft.
93622,speckal,5,These have a very mild peanut butter flavor. I was expecting it to be much more overpowering but it is perfectly balanced!
442478,M. Warren,5,"This cereal is very tasty, and stays crunchy in milk. It makes a healthy snack as well. The whole family loves it."
342817,gmabunny,5,I was really impressed on the size and how moist these beans where! They are really nice and I got them really fast!I will be buying more of these
290314,Flecksable Flyer,5,"I had heard all of the accolades of the FURminstor, but on Social Security and feeding a large Service Dog, I couldn't pay what the distributors were wanting for it. After reading the reviews for the FurBuster, I decided to try out the combo set because it was still half the price of one large FURminator. I LOVE IT and so does my sensitive-skinned Golden Retriever mix! I just raked out a compressed ball of hair 6"" across! Where were these things 25 years ago when I was breeding and showing Giant Schnauzers? They would have been a godsend."
317026,Larissa,5,"These candies are yummy in my tummy! lol, they fizz and taste awesome! Even if you don't like hard candy you'd probably like these."
76239,Jules,5,My 3 year old who will not eat any fruits or veggies without a major meltdown drank this with no problem. He loved it! I'm so glad to find them.  I purchased mine at Walmart.
470332,Tanya Schuchardt,5,"Like most of everyone here, I was a bit hesitant upon trying Blk. water for fear that it would have an acidic, ugly taste to it. People, DO NOT LET THE NAME/COLOR OF WATER SWAY YOUR DECISION TO NOT TRY!!.. **BLK. WATER** IS, BY FAR, THE BEST BOTTLED WATER I'VE TRIED. YES.. LIKE SOME HAVE TOLD ME.. IS JUST WATER... BUT CONTAINS MORE OF A MINERAL TASTE TO IT!!.. IT IS ABSOLUTELY REFRESHING!!!.. I JUST WISH IT WAS SOLD IN MY AREA (SAN ANTONIO, TEXAS). THIS IS A MUST BUY PRODUCT!!!.."
168609,Sharanne,5,"My husband and I enjoyed the mellow, but full-bodied flavor of this coffee.  It's good any time of the day.  For those who like a smooth and more mellow coffee, this is a good choice."
113899,John Grove,5,"Ok, Starbucks is awesome too, but this coffee is an acquired taste and is without the doubt the most unique and great tasting coffee.<br /><br />Since it has chicory, you do not mix as much as you would normal coffee. (To be precise, you would mix about half as you normally would).<br /><br />However, even know it is robust, it still contains less caffeine then normal coffee. By the way, chicory is extremely healthy for you.<br /><br />Try it today, taste what New Orleans has had for well over 140 + years."
267057,"K. Isserman ""Kisserman""",5,"Without sacrificing the sweet taste of honeyed Graham crackers, this crunchy treat is a much healthier alternative. Lower in fat and higher in fiber, this is a very tasty snack. Two whole sheets are one serving at 2.5g of fat and 21g of carbs. Not only satisfies the sweet tooth but is filling too.  Also low in sugar with no artificial sweeteners. The added bonus is that all of this is packaged in recycled material. This is a product and company that one can easily support."
11333,Maui,5,I have tried many different coffees and have never experienced tasting such an excellent coffee like Weaver's organic blend whole bean coffee.  It is very full-bodied and sweet.  There is no bitter after taste.  I highly recommend this coffee to anyone who loves a great cup of coffee!
362900,"Monica R. Flores ""Monica""",5,"I love NuNaturals pure liquid Vanilla Stevia- great flavor, mixes easily, and works in a variety of applications!  I think this is the Stevia product for people who haven't loved Stevia in other applications or made by other companies-- none of the ""aftertaste"" many complain about."
144307,Andy L.,5,"Spicy Lobster is my favorite flavor of nong shim bowl. Although there's not much ""lobster"" taste, it follows the picante flavor. It is spicy, but does not have that sour taste that picante has. It is also half as spicy, which means I can eat twice as much!"
210659,Audi Quattro,5,"I have always been Jamaica Blue Mountain coffee beans lover over the past 12 years.  I have tried alternative beans and blends over the years from starbucks, DD.., and whatever local store sells..  Just can't find anything better than these JBM coffee.  On top of that, the JBM blends we used to get locally was no longer available.  I have tried many online JBM beans and they weren't really make me thirst for more.<br />We decided to shop online again and I have done my home work and narrow down to few in to my To-Try list.<br />This is the first one I gave it a try from Organic Camno Island coffee roasters.  Based on these reviewers,  I thought it looks promising and they were right.<br />It is really good coffee for the money.  Sure it ain't  $6/lb but it is not $45/lb JBM beans either.<br />We use your typical MR coffee machines... it is not we can't use a better machine,  rather, a good coffee would taste good even from the simplist standard coffee brewing machines.  It is really coming down to freshness of the beans and amount of water added.  It is not always true that hotter water temp makes brewing taste better.  That is from my personal experience tasting from these $15 machines vs the fancy starbucks machines and other industrial grade capaccino machines.  It is hard to judge reviewers brewing method as everyone do it different way as well.<br /><br />I am a black coffee drinker with no sugar or milk and cream added.  A good coffee to me would taste better without other additives added to enhance the flavor.<br /><br />Ok,  now, how does this bean taste when I brew it to my liking?<br /><br />Dark and rich and not acidic at all.<br />A hint of cocoa/vanilla with light sweetness from the beans itself.  It is definitely a treat.  This is definitely a worthy coffee to try.<br />It is on my subscription list now."
302998,Kristin,5,"My son is a very picky eater, likes cereal mixed with fruit, mangos and sweet potatoes, but hates anything meat.  I trying making him mashed meats and fish that we cook, but he never is very interested.  His grandma brought this mix home and he absolutely loves it!  It makes me feel good that he is eating something besides cereal :)"
255477,Lisa Liel,5,"I've lived in NY and Boston, and Drakes Cakes totally rock.  *And* they're kosher.  I wish Amazon.com would add their apple pies; those are the ones I miss the most.  The coffee cakes come in at #2, but it's a kind of distant #2."
511842,N. Schaetzel,5,A really wonderful base for a variety of dishes.  I use it a lot to spice up rice in my rice cooker.  You should be making at least 6 servings of rice for one packet.<br /><br />It has enough punch to really spice up my soups and dishes.  My only complaint is that I wish they had a better container.  It is hard to keep the unused portions fresh.
196560,"K. Vaden ""K Vaden""",5,This product is very easy to make and everyone loves it. I could eat it every day. If your not funny about trying new products I would suggest you try this one. You will love it.
80908,"dalepres ""dalepres""",5,"I have been eating these pepperonis for 15 years.  I have had two go bad in storage but that is not Bridgford's fault.  They store for a year or more at room temperature if you keep them in a cool room but if one gets a puncture in the wrapper or exposed to too much heat, etc., then all bets are off.  If the wrapper is still vacuum tight and the expiration date has not passed, then it should be fine.  If the wrapper is loose at all or the product has expired then, yes, you might have one that is bad.  If it is as bad as some here describe then it is my guess they are eating spoiled food.  Not smart.  But in 15 years of eating these, I have only thrown out two for spoilage and that is after having stored them for quite a while.<br /><br />These do have more fat (and more flavor) than bagged pepperoni.  They do make great pizza but you will have a hard time slicing them as thin and even as some big factory - so just don't expect the exact look, feel, and taste.  These are still delicious in their own right.<br /><br />I have to laugh about reviews from folks who eat seemingly spoiled food and then say that anyone who likes this must work for Bridgford. No, I do not work for Bridgford.  I just eat their products."
62508,Aidan's mom,5,We switched from regular and reduced fat Jif to Omega 3 and we love it.  I really don't taste a difference.  We switched to the Omega 3 kind for my preschool age son's benefit.
255789,"G. Orozco ""Misty Mood""",5,"I have been taking this product for 3 years and buying directly from Bob's Red Mill.  It is an excellent source of omega3, good for your heart and lowering your colesterol.  But, I have found that Amazon.com has the best prices for this product.  Definitely will continue to buy from Amazon.com."
318477,"Real Named Person ""wowzee""",5,"No its not that good. But yes i was able to make tasty-in-its-own-way scrambled eggs, eggs in cakes, other stuff with eggs and i was impressed that my vegetarian diet can have some ovo variety"
326616,Judith Papos,5,I purchased Timothy's Decaf Coffee for my husband. He tried a sample and thought it was  excellent. Now wants to buy Timothy's regular coffee. We have a k-cup coffee maker and the price for this coffee thru Amazon was a good buy.
491315,WestNYEastSC,5,"This is the best meat ball mix I've ever tasted. It rates up there with the mix used at some of the best Italian restaurants in our area. We used it over the holidays for a pasta and meat ball dinner and everyone just loved it.<br />Also, the price for this product per package on Amazon was much cheaper than I could buy it for either at the local grocery stores or online.<br />It's a great product and I'll be ordering more very soon."
338188,Peter Tsang,5,"I ordered this Spider plant on May 5, 2012 and it arrived four days later on May 9, packaged with recyclable peanuts.  The plant looks very similar to what is pictured on the internet.  It is green with a very light creamy or yellow center and it is contained in a 4"" square plastic pot.<br /><br />Update on August 29, 2012<br />Plant is growing quite robustly with a few spider baby plantlets on a new stem."
314610,"Bargain Hunter ""Just me""",5,"The description was accurate and the shipping was quick.  These Compleats are great for lunches and need no refrigeration, just a microwave for heating in 90 seconds."
181834,CC,5,My son's ped recommended I drink the Mother's Milk tea to help boost my milk supply and I have been drinking two cups a day for the past 6 months.  I put a little honey in it and it tastes great!
308822,"E. S. Noyes ""liza lives to read""",5,"I MAILED THESE TO MY DAUGHTER AS PART OF A CARE PACKAGE, AND ANNIE'S CHEDDAR BUNNIES WERE HER FAVORITE THING.  SHE CALLED TO SAY THANK YOU FOR THE BUNNIES, DELICIOUS AND SOMEHOW COMFORTING. THEY MADE HER DAY."
75957,Alex,5,"I'll be honest, when I opened the lid to see an off-putting purple/gray shade with no cookie crumbs in sight I was hesitant to try it.<br /><br />Fast forward a half hour and the entire pint was gone. This is probably the most delicious flavor of arctic zero I've tried and it actually tastes exactly like cookies and cream!<br /><br />I'd still recommend going for vanilla maple if you've never tried Arctic Zero before, but this should be the next flavor on your list."
326728,bryan c.,5,"I am of korean descent, and have had my share of spicy food. Korean food as you know has varying degrees of spicy foods that also taste amazing.<br /><br />The 357 pure ghost hot sauce by mad dog, is the best hot sauce I have had in a very long time, as far as the balance of flavor and heat is concerned. Its not hot at all in my opinion but it does have that bite that lingers nicely after consumption [not overbearing]. I can see why others have commented that this and the other non pure version were considered great flavor enhancers.<br /><br />I am a little disappointed as far as the heat level is concerned. I was hoping to experience more of the bhut jolokia, but over all I am very happy with experimenting with this brand. Mad Dog you have 1 more fan to add to your list of many. I will definitely be buying more hot sauces from this company, and very soon too.<br /><br />I highly recommend this hot sauce, to anyone who wants a step up from the bull sh-t you find at your local grocery store. This brand by far, beats out tobasco, franks red hot, red devil, and the other run of the mill brands u see in stores, in both heat content and flavor.<br /><br />Note: I have purchased from amazon a lot in the past, and this is the first time I felt a product was necessary/worthy of a review."
206552,Rosey Mel,5,"I would order this weekly if Amazon stocked it at a reasonable price.  By far the best bottled half and half (Arnold Palmer) I have ever tried and I highly recommend this product, and this brand!!!"
3086,"Samir Ahshrup ""samir""",5,I first tried this tea at at French restaurant that had ran out of the usual black tea with mint. To my surprise this tea beats any tea (without milk).. no sugar needed. It is naturally sweetened!
464805,CPA needs strong coffee,5,"Senseo offers many strengths of coffee, this one is the very best.  It is a dark strong coffe that will wake up the dead! Great when doing tax returns."
34816,B's Mom,5,This is the greeen tea to drink! It doesn't have the bitter after taste that some of the other green teas have and tastes very smooth. I have been drinking 3-4 cups a day for the past couple of weeks and it tastes wonderful either hot or iced. I am now spoiled for any other green teas! The price here with subscribe and save is much less expensive than at the local store.
1362,"Benjamin R. Tyler ""Ben Jamin""",5,great thanks for the great service i don't know what else to say i have said all i have tu say.
436626,"Sammy N. Mastroianni ""SNM""",5,"The only warning that you may need is to not burn yourself on the stove when cooking the pasta.  This is the way to go when buying pasta because this is a great price and you don't have to go to the store and wait in line and waste gas.  Great pasta, tastes great, buy and enjoy the food!"
454592,Bichon Mom,5,I am a mustard addict but Maille Dijon is my all time favorite.  I'm glad to see it finally available on line.  I have had withdrawal pains when I didn't live in a metropolitan area where it was readily available.
285010,Sue Durst,5,I could not find this anywhere in stores.  Thank goodness for online shopping!  Great product to add to recipies!  The chives reconstitute well in water also if you want to add them to salads.
453779,Sister T. Considine,5,"These are delicious California dates from Thermo, CA.  These are the very best of dates, smaller and sweeter and a good snack or petite dessert."
478346,Al Doland,5,"My son and I both think this is a really good cup of coffee.  We grind ours in the Bodum Bistro Electric Burr Coffee Grinder, http://www.amazon.com/gp/product/B00430E94Q/ref=wms_ohs_product - pricey, but we picked it up when it was $80 and you get what you pay for and it's fun.  We keep it cranked all the way to the coarse, french press setting and it's perfect cup every time."
264933,Scott,5,"I can't say enough good things about this antler:  after ordering the large size and having it arrive dried, cracked and ancient... well, it took me awhile to go out on a limb and order this from the same company.  We have been pleased enough with the quality that I won't hesitate to order another after he chews his way through this.  I have a larger Swiss Mountain Dog who chewed through a medium one of these in 3-4 days, but this monster size still has him going two weeks later.  I must note that just about any normal dog would be busy for the better part of a year with an antler like this so when longevity is factored into the cost equation, $18 makes a whole lot more sense.<br /><br />For anyone needing a natural, EXTREMELY durable treat for their beast to chew, antlers are the only way to go.  We have tried yak treats, beef bones, nylabones, and everything else we could find online or in both mainstream and specialty pet stores.  Antlers and silicone toys are the only thing I will buy him anymore because he destroys $35 ""indestructible"" toys in under an hour (lesser toys die a quicker, more violent death)."
87694,"S. ""strap""",5,"Hans Riegel was not only one of the most prominent manufacturer's of sweets, he introduced a product to the world that's far more addictive than crack or heroine.  These sweet little gummies are some of the tastiest bits of candy on the market.  Unfortunately they're addictive as well...my son foams at the mouth, begging for gummies at all hours.  At times this works to our advantage...bribery, a la the Scooby Snack. However, we know these are not the most nutritious snacks on the market.<br /><br />Curse you Hans Riegel!"
236905,Mark Twain,5,"I do not always have time to chop/crush garlic into fine bits so I rely on powder for certain recipies where I want the garlic blended in, such as my favorite fajitas recipie marinade I found on a can of Rosarita Salsa from the 1960's ( [...]) and this garlic powder works great in it!"
476051,mscdesign,5,"I enjoy pretzels and this product comes with a large box of small pretzel bags. The assortment is pretty good, provides something for everyone."
528567,J. Grise,5,"I highly recommend this product.  My family loves this macaroni & cheese.  It's so much better for you and tastes even better than the chemical-filled ""blue box"" brand.  Clean your conscience and buy this already :)"
167454,ms. school teach,5,"these bars are very good , you almost feel guilty eating them but then you realize they are kind and delicious!"
106002,Krispy,5,"The product is great and I got it as an impulse item when purchasing a book.<br />It was delivered separately and the shipping charge was $10 on a 3.99 item. I can get this at a local store but ordered it as a convenience. I learned my lesson! Don't remember being told it would be that much to ship, would have been nice to know beforehand."
268349,J. Moore,5,"What do I like about this product? Truth in advertising....It's crunchy -  and stays crunchy in milk. It has a clear vanilla flavor - pure, not artificial tasting. It is healthy and compares well with other similar products in terms of sugar, fiber and general nutrition guidelines. It tastes great and I found myself eating it for breakfast and later on as a inter meal snack. Recommended!"
279479,Snowbabe,5,"We have been eating I.M. Healthy soynut butter for almost 9 years now since my oldest son found out he had peanut allergies and I love it.  I love peanut butter also and was so happy to find something similar to give my son.  It's great by itself, in sandwiches, on apples, carrots and even baked in cookies.  It's not exactly the same taste as peanut butter, but it is just plain good in it's own right.  We love it.  You've got to give it a try if allergies are an issue for anyone in your family."
33713,Bruja Juera,5,"Pirate's Booty has been my 16 month old daughter's favorite snack since she was 6 months old. Great for babies who are just starting on solids because it dissolves easily in their mouth, it's gluten-free, low in sodium (has less sodium than cheerios) and it just plain tastes good. I usually throw some Pirate's Booty in a snack saver cup and carry it in my diaper bag when I'm out running errands. Whenever my daughter starts to lose her patience, I pull it out and Viola!! I've got a happy baby again. I swear, this stuff is magic!! Don't know how I would have gotten through this past year (or gotten anything done) without it!! : )<br /><br />At our local grocery store, a 4 oz bag usually sells for $2.99. Buying it by the case using Amazon's Subscribe and Save program, it comes out to $1.78 bag. That's a pretty good deal in my book, especially considering how much of this stuff my daughter can go through."
493379,"Dallasb28 ""dallasb28""",5,"This is one of my favorite jasmine teas.  Numi is always a quality product and this, along with the Rooibos Chai are two of the flavors I enjoy."
424366,Y. Tan,5,No wonder why this is in the top rating in the Amazon food categories. It is very good~~!! Must try!!
161475,Chris,5,"This pasta is a great organic substitute for the processed stuff out there. Gotta watch out for GMO's, additives, etc, these days! This is a nice product you dont have to worry about, and its still a great value."
49116,"Honest Readings by Lisa ""Tarot Readings by Lisa""",5,I have tried many of the Earl Grey teas sold in bulk on Amazon and this is my absolute favorite. Just the right blend for a great cup. Makes a great iced tea too.
262508,"G. Whitnah ""Mary Watson""",5,I have always LOVED Mallo Cups.  I grew up in Pennsylvania where they could always be had.  I have lived on the West coast now for nearly 25 years.  Whenever I get home to PA for a visit I make sure and buy some of these yummy treats.  They are definitely worth it.  Now that they are on line I will have to buy some.  YUM!
17524,Sebring,5,I'm very picky when it comes to my coffee.  I like mine strong with a good flavor.  This has become my only coffee and I've tried plenty.
130015,Kiwi,5,"This is a delicious snack and the whole grains are much better than the white puffed rice I enjoyed as a kid. It's yummy, it's nutritious, it fills your belly and it's inexpensive. I even put a little bit in my dogs food and they think it's a great treat !! I used to eat this all the time when I was a kid, and I just recently started buying it for the family again. My mother used to melt some butter, add puffed rice and heat it up in the pan. It's fantastic !!"
220275,Tina,5,"This is the hands down best product for a snack ever. Satisfying, tasty, just wonderful. Everyone needs to try these bars :)"
564688,Buffi,5,"The popcorn salt was an added, tasty treat to homemade popcorn...thanks for the prompt shipment."
206120,M. Wagner,5,We have been ordering this coffee directly from Community for some time now as we will not drink anything else.  The shipping charges are fairly high to order direct so we were very excited to find it being sold on Amazon!  Excellent price and great value!
72735,"Julie A. Smith ""Julie @ Knitting and Sundries""",5,"These were purchased with Subscribe and Save for my college student.  Better than Ramen noodles for a dorm resident who only has a microwave, my daughter says that these come in handy when she's in the midst of a study session and doesn't want to leave the dorm to pick up food and that they also taste great!  She also says they're huge, which I can verify, since I saw them on my last college visit.  Very good buy and I will definitely keep my Subscribe and Save going for these."
469467,L Martin,5,"Since we're not into herbal teas, it was a challenge to find a decaf tea that the whole family loves. This one is it. Strong lemon flavor. Added benefit of vitamin C. Good anytime, but particularly in cold and flu season. Only available in sample packs in the grocery stores in our area, so we order regularly from Amazon."
381175,Estelle A. Lorenzo,5,This product is very good.It makes a very tasty bread. It smells very good as its baking. I would recommend this product to everyone. I used my bread maker and it was very easy.
361613,LOVE TO LEARN,5,"I am very picky about salad dressing.  It is few and far between that I find a dressing that I like.  I must say I could eat this dressing by itself! It is that good.  In the past I have resorted to making my own dressing, as I am that picky.  Another plus is this dressing has no sugar in it.  Buying this at the store is EXPENSIVE!!!  My store sells it for $5+ a botte, so finding it here at this price was awesome."
222838,P. Adduri,5,Tastes very close to drinking from an original coconut and great price from Amazon too at 50% off. Would definitely recommend!
78779,Angela,5,My son loves these and like to feed himself with them. Wish I would have invented them!  Going to order more very soon.
122116,Kitty,5,"This product, Xylosweet, has no aftertaste and is used just like sugar.  It's all natural.  It's more expensive but well worth it."
469542,"Claudia Menke ""Lee""",5,"Glucerna's mini bars in Oatmeal Raisin are the only mini bars I have found without chocolate. And they are very,very good tasting and they are also good for you! They are hard to find in our town so I order through Amazon a few months worth at a time."
375882,annaver,5,"We rarely drink sodas in my family, but when we do crave some, we drink Switch now! It tastes wonderful(all the varieties are delicious) and all the ingredients are safe for you, no extra sugar or any other kind of junk in it!"
125595,Maria Izabel G. Lisboa,5,"I LIVE IN RIO DE JANEIRO -BRASIL AND THERE'S NO CESAR FOOD HERE, MY DOG REFUSE TO EAT ANY DOG FOOD HERE, HE JUST WANT THIS , SO TRY IT FOR YOUR DOG HE'S GOING TO E VERY HAPPY LIKE MENGO -MY POODLE"
295785,Trinity Leigh Barnosky,5,"I am really enjoying this bread.  We got this one and the fitness bread, both are good.  Great toasted with peanut butter for breakfast."
106103,5pyGirl,5,"The price was great, and my mom loved them for her birthday. Her friends actually told her she shouldn't be eating them because they were too pretty. lol. I didn't see them myself since she lives out of state, but she thought they were very expensive. And she said they tasted great.<br /><br />One note, my mom just assumed it was from me. I did mark it as a gift, and they didn't include the price on the box. So that was good, but it didn't have my name on it anywhere and they don't give you the option to write a little note.<br /><br />They gave me a 5 day window for delivery. It got there 2 days earlier than the last day on the window, which happened to be exactly on her birthday. So I was very happy."
520265,"Diogenes ""Auricle""",5,"Of all of the ready mixed Indian spices, sauces and pastes I find this the most agreeable. I use it as a marinade and grilling sauce for chicken tikka in a recipe that they once had on the bottles but seems to have vanished.<br /><br />4 tbs.  Tikka Paste<br />1 tbs.  Hot curry paste<br />1/4 cup  yoghurt (I prefer to use Greek yoghurt)<br /><br />Mix thoroughly and marinade the chicken for about 6 1/2 hours. Grill in the oven at 400 degrees for 22 - 25 minutes (depending on the size of the bits)<br /><br />A Tandoor is much hotter, but that temperature gives you time to have a starter and still seals in moisture.<br /><br />Serve with raw onion and Naan or Roti."
229484,Beverly,5,"The bags are a perfice size for small children as well as adults.  Your hand fits in perfectly and holds enough popcorn.  At first I though that the 1000 bags that you receive was rediculous.  However, they dont take up a lot of storeage space and if you eat popcorn they way we do, it's worth it.  Smaller quantites were actually more expensive."
412541,microjoe,5,"I like ""Vernor's"", and drink it all the time. It is old fashioned drink from Michigan, since 1866, and the labeling was known for its lovely green and gold colors and the gnome character. If you look at the can it is actually called ginger soda instead of ale and is different than typical ginger ale in taste. Vernor's has a strong vanilla presence, is smoother and more moist, and sweeter than a ginger ale. It is closer to a cream soda than ginger ale, very good. A ginger ale is more dry, higher in carbonation, and has a spicier bite to it. Vernor's has 39 grams sugar in the full size can, versus 33 grams per can for Schweppes Ginger Ale. Neither has caffeine.<br /><br />The recipe has changed a bit over the years mostly in the choice of sweeteners. They use the same high fructose corn syrup that the cost-cutting mega soda companies use, rather than the cane sugar they used to use. The down side to that is that the corn syrup syrup drowns out some of the flavors. Many microbrews are using cane sugar again, although it costs more, to get a better taste. Vernor's is still aged in oak barrels for 3 years, no doubt accounting for the smoothness. All in all a great soda for anytime. The soda is also known, like other ginger drinks, for its use as a home remedy for an upset stomach.<br />Vernor's is a regional soda, and there are many areas of the country you can't find it in. That is why it sells here. They may be selling it in glass bottles again soon, at least there is a page that says so the day I am writing this comment. Search at Amazon for ASIN: B001JK2SEG to see what I mean. Vernor's has quite a history, and there are two books at Amazon about the soda. The first is Vernor's Ginger Ale (Images of America: Michigan) ISBN-10: 0738551856. The second book is ""The Vernor's Story: From Gnomes to Now"" ISBN-10: 0472066978 a book about the company's marketing green and gold packaging with the famous gnome, and Vernor's fans."
288718,Nancy A. Nadeau,5,"If you do a lot of baking, you can save a bundle by buying this product, or you could share an order with friends."
103114,Choosey Shopper,5,I love all the Torani sugar-free syrups I have tried.  I use them in my coffee (hot or iced) nearly every morning.  I frequently mix the Chocolate sugar-free syrup and the hazelnut sugar-free syrup in my coffee for a custom flavor.  The price and selection are the best at Amazon.
56900,Thunder,5,"This dill weed came in a heat sealed metallic plastic bag. When I cut it open and took a whiff, the aroma was heavenly. Wow. I poured it out into several plastic spice containers to find that it has a deep green color, is fresh, not old or faded in color or aroma. There were no cut up stems or filler of any kind.<br /><br />I use dill weed in so many things, from baking to cooking to popcorn topping. This dill is, hands down, the best I've ever purchased. It's even better than when I've bought dill weed fresh at the store and dried it myself. The flavor is bold and rich and delicious.<br /><br />This 16 oz bag is a fraction of the cost that I'd pay at the grocery store, where a 2 oz bottle is $5.99. This is an economical way to buy dill weed.<br /><br />Excellent quality. I will definitely purchase this again when I run out."
14818,Leonard Baker,5,"These are very good chocolate covered craberries and a great value for the money spent, especially if you have a Prime membership, which I treated myself to recently.  They got here in 2 days, taste great, and you more than get your monies worth.  My Mom and brother love their bags too, so they could make great gifts as well."
273601,Jared K. Myers,5,"Short and sweet, if you like salt and vinegar chips, you should definitely give these a taste.  The only bad thing about these is it's nearly impossible to stop eating them."
347055,Wingnut NYC,5,"Who'd have thought plain freeze-dried chicken would be so irresistible to cats? I also call this stuff 'Kitty Krack' - all my six cats love it.<br /><br />The healthful part is also a very big concern for me since one of my cats is diabetic. Halo's is one of the very few treats around that's low carb enough that I can give them as a reward for him cooperating with blood testing. It works great. The diabetic guy heads right to his testing spot on the sofa as soon as I get the jar of Liv-a-Littles out of the fridge and give it a shake. The other kitties follow us and wait for their share of the treat action.<br /><br />It's not cheap, but I give them each a small chunk and a little extra for the one getting blood-tested, and a jar usually lasts for five days or so. Well worth it."
339310,Jim,5,"It was maybe 6 months ago that I discovered that WalMart's generic version of Crystal Light water-flavoring mixes (marketed under the Great Value brand) included a Lime Margarita flavor. I tried it and liked it and have been drinking it ever since. But now that I've tried Crystal Light's Margarita mix, I won't go back to Great Value Lime Margarita, even though it is typically the case that Crystal Light mixes are more expensive than the generic versions.<br /><br />They do not taste the same, but then neither do all alcohol-based margaritas. (Crystal Light Margarita is of course meant to be mixed with water.) The Crystal Light Margarita is less tart than Great Value Lime Margarita - less of an acidic taste and aftertaste - and tastes better to me overall. Crystal Light Margarita contains sodium - 30 mg. per an 8 oz. powder-mixed-with-water serving - compared to 10 mg. per serving of the Great Value Lime Margarita mix. (A typical low-sodium diet limits one to 1500 milligrams of sodium daily.)<br /><br />Although Crystal Light Margarita does not taste like a ""real"" margarita (including Skinny Girl Margarita, which I have tasted), and although I cannot imagine using it as a mix for preparing ""real"" margaritas, I wouldn't hesitate to serve it - perhaps even with a bit of salt on the rim and a wedge of lime - with Mexican cuisine. It's got a flavor that I think would go well with such cuisine (I tried it over ice as an accompaniment to chips, salsa, and guacamole, and found that it complemented these nicely)."
512599,Gryffindor Girl,5,"Tried these one day when I was starving at work and needed a snack, a coworker gave me one. I was impressed with how yummy and natural they are. I immediately wanted more, so I found them on here and now get a box delivered monthly. I use them as a healthy snack at work, at home, or when I'm out cycling. At the auto-deliver price, they work out to around $.80 per bar or so, which I think is very reasonable. I'm happy to have a ""good fat"" snack in the house for us to eat, instead of resorting to chips, candy bars, etc. I did counsel my family that they can only have one per day, as while they're good fat, they should still be eaten in moderation. :) Anyways - they're delicious! Buy them!"
